id,computerDnsName,onboardingStatus,ipAddresses
0f77548d3f0e80424a182544a6db9d8265414e49,hqca000690-5961.cpc.com.tw,Onboarded,"[{'ipAddress': '10.1.3.179', 'macAddress': '94C69163FB1A', 'type': 'Ethernet', 'operationalStatus': 'Up'}, {'ipAddress': 'fe80::1149:403:bf64:d16d', 'macAddress': '94C69163FB1A', 'type': 'Ethernet', 'operationalStatus': 'Up'}, {'ipAddress': '127.0.0.1', 'macAddress': '', 'type': 'SoftwareLoopback', 'operationalStatus': 'Up'}, {'ipAddress': '::1', 'macAddress': '', 'type': 'SoftwareLoopback', 'operationalStatus': 'Up'}]"
0fcfd32239309330dd6ae10273bb35d2022e7274,hqca616100-3180.cpc.com.tw,Onboarded,"[{'ipAddress': '10.201.199.2', 'macAddress': '1C697A39A426', 'type': 'Ethernet', 'operationalStatus': 'Up'}, {'ipAddress': 'fe80::c587:eb05:6303:fa75', 'macAddress': '1C697A39A426', 'type': 'Ethernet', 'operationalStatus': 'Up'}, {'ipAddress': '127.0.0.1', 'macAddress': '', 'type': 'SoftwareLoopback', 'operationalStatus': 'Up'}, {'ipAddress': '::1', 'macAddress': '', 'type': 'SoftwareLoopback', 'operationalStatus': 'Up'}]"
0fe668a769ca5671bed782d80e257088712d6c99,hqna005100-3444.cpc.com.tw,Onboarded,"[{'ipAddress': '169.254.94.110', 'macAddress': '7CB27D055D75', 'type': 'IEEE80211', 'operationalStatus': 'Down'}, {'ipAddress': 'fe80::6deb:c562:68e6:5e6e', 'macAddress': '7CB27D055D75', 'type': 'IEEE80211', 'operationalStatus': 'Down'}, {'ipAddress': '169.254.140.19', 'macAddress': '7CB27D055D76', 'type': 'IEEE80211', 'operationalStatus': 'Down'}, {'ipAddress': 'fe80::ef:5f65:13e4:8c13', 'macAddress': '7CB27D055D76', 'type': 'IEEE80211', 'operationalStatus': 'Down'}, {'ipAddress': '169.254.236.86', 'macAddress': '7CB27D055D79', 'type': 'Ethernet', 'operationalStatus': 'Down'}, {'ipAddress': 'fe80::cd01:6b23:f87:ec56', 'macAddress': '7CB27D055D79', 'type': 'Ethernet', 'operationalStatus': 'Down'}, {'ipAddress': '127.0.0.1', 'macAddress': '', 'type': 'SoftwareLoopback', 'operationalStatus': 'Up'}, {'ipAddress': '::1', 'macAddress': '', 'type': 'SoftwareLoopback', 'operationalStatus': 'Up'}]"
0ff2d27f9d9b459b7976b5db51fb03b07ad22dd9,hqca005800-8900.cpc.com.tw,Onboarded,"[{'ipAddress': '10.168.58.128', 'macAddress': '94C691599535', 'type': 'Ethernet', 'operationalStatus': 'Up'}, {'ipAddress': '2001:b032:b:1058::58:118', 'macAddress': '94C691599535', 'type': 'Ethernet', 'operationalStatus': 'Up'}, {'ipAddress': '2001:b032:b:1151::151:15', 'macAddress': '94C691599535', 'type': 'Ethernet', 'operationalStatus': 'Up'}, {'ipAddress': 'fe80::96c6:91ff:fe59:9535', 'macAddress': '94C691599535', 'type': 'Ethernet', 'operationalStatus': 'Up'}, {'ipAddress': '127.0.0.1', 'macAddress': '', 'type': 'SoftwareLoopback', 'operationalStatus': 'Up'}, {'ipAddress': '::1', 'macAddress': '', 'type': 'SoftwareLoopback', 'operationalStatus': 'Up'}]"
1226feee82cdc292bcf0b59963737168d331fd9f,hqca000502-8981.cpc.com.tw,Onboarded,"[{'ipAddress': '10.168.5.141', 'macAddress': '94C691586127', 'type': 'Ethernet', 'operationalStatus': 'Up'}, {'ipAddress': 'fe80::cd1f:ce82:d45a:c5da', 'macAddress': '94C691586127', 'type': 'Ethernet', 'operationalStatus': 'Up'}, {'ipAddress': '127.0.0.1', 'macAddress': '', 'type': 'SoftwareLoopback', 'operationalStatus': 'Up'}, {'ipAddress': '::1', 'macAddress': '', 'type': 'SoftwareLoopback', 'operationalStatus': 'Up'}]"
1316818a458f12e5dda79a4768692dc1dd4d163c,hqca005700-9650.cpc.com.tw,Onboarded,"[{'ipAddress': '10.168.57.101', 'macAddress': '1C697A7B6CE8', 'type': 'Ethernet', 'operationalStatus': 'Up'}, {'ipAddress': 'fe80::ad16:e14d:faea:7c94', 'macAddress': '1C697A7B6CE8', 'type': 'Ethernet', 'operationalStatus': 'Up'}, {'ipAddress': '127.0.0.1', 'macAddress': '', 'type': 'SoftwareLoopback', 'operationalStatus': 'Up'}, {'ipAddress': '::1', 'macAddress': '', 'type': 'SoftwareLoopback', 'operationalStatus': 'Up'}]"
134857aeeff0e4735f05da8ef5e48f8a89f5fbb5,hqca001600-9801.cpc.com.tw,Onboarded,"[{'ipAddress': '10.168.16.122', 'macAddress': '98EECBD230F4', 'type': 'Ethernet', 'operationalStatus': 'Up'}, {'ipAddress': 'fe80::7930:4e01:2031:bc57', 'macAddress': '98EECBD230F4', 'type': 'Ethernet', 'operationalStatus': 'Up'}, {'ipAddress': '169.254.145.176', 'macAddress': 'FCB3BCA1E631', 'type': 'IEEE80211', 'operationalStatus': 'Down'}, {'ipAddress': 'fe80::c98e:213a:c9ea:91b0', 'macAddress': 'FCB3BCA1E631', 'type': 'IEEE80211', 'operationalStatus': 'Down'}, {'ipAddress': '169.254.16.71', 'macAddress': 'FCB3BCA1E632', 'type': 'IEEE80211', 'operationalStatus': 'Down'}, {'ipAddress': 'fe80::c34:9fbf:1b49:1047', 'macAddress': 'FCB3BCA1E632', 'type': 'IEEE80211', 'operationalStatus': 'Down'}, {'ipAddress': '169.254.82.173', 'macAddress': 'FEB3BCA1E631', 'type': 'IEEE80211', 'operationalStatus': 'Down'}, {'ipAddress': 'fe80::20f0:3fe9:709:52ad', 'macAddress': 'FEB3BCA1E631', 'type': 'IEEE80211', 'operationalStatus': 'Down'}, {'ipAddress': '169.254.116.111', 'macAddress': 'FCB3BCA1E635', 'type': 'Ethernet', 'operationalStatus': 'Down'}, {'ipAddress': 'fe80::3949:3050:2499:746f', 'macAddress': 'FCB3BCA1E635', 'type': 'Ethernet', 'operationalStatus': 'Down'}, {'ipAddress': '127.0.0.1', 'macAddress': '', 'type': 'SoftwareLoopback', 'operationalStatus': 'Up'}, {'ipAddress': '::1', 'macAddress': '', 'type': 'SoftwareLoopback', 'operationalStatus': 'Up'}]"
137daa021848fca8c5eb435d3a28f571cc632a8d,hqca005500-0647.cpc.com.tw,Onboarded,"[{'ipAddress': '10.168.55.117', 'macAddress': '98EECB54B106', 'type': 'Ethernet', 'operationalStatus': 'Up'}, {'ipAddress': 'fe80::c0d0:5674:f797:f3dd', 'macAddress': '98EECB54B106', 'type': 'Ethernet', 'operationalStatus': 'Up'}, {'ipAddress': '127.0.0.1', 'macAddress': '', 'type': 'SoftwareLoopback', 'operationalStatus': 'Up'}, {'ipAddress': '::1', 'macAddress': '', 'type': 'SoftwareLoopback', 'operationalStatus': 'Up'}]"
13d762ed55023c109f1ad144a99ce28ea1834740,hqca007200-8887.cpc.com.tw,Onboarded,"[{'ipAddress': '10.168.171.162', 'macAddress': '94C6915994B3', 'type': 'Ethernet', 'operationalStatus': 'Up'}, {'ipAddress': 'fe80::c080:3941:f6f2:9b45', 'macAddress': '94C6915994B3', 'type': 'Ethernet', 'operationalStatus': 'Up'}, {'ipAddress': '127.0.0.1', 'macAddress': '', 'type': 'SoftwareLoopback', 'operationalStatus': 'Up'}, {'ipAddress': '::1', 'macAddress': '', 'type': 'SoftwareLoopback', 'operationalStatus': 'Up'}]"
153cde0e571c062174824738333e13d610c34fca,hqca000600-7885.cpc.com.tw,Onboarded,"[{'ipAddress': '10.168.6.180', 'macAddress': 'C03FD5F900CA', 'type': 'Ethernet', 'operationalStatus': 'Up'}, {'ipAddress': 'fe80::a5ad:b849:3a08:4b55', 'macAddress': 'C03FD5F900CA', 'type': 'Ethernet', 'operationalStatus': 'Up'}, {'ipAddress': '127.0.0.1', 'macAddress': '', 'type': 'SoftwareLoopback', 'operationalStatus': 'Up'}, {'ipAddress': '::1', 'macAddress': '', 'type': 'SoftwareLoopback', 'operationalStatus': 'Up'}]"
